source,target,length_km,speed_kph,name
n2010,n2110,0.6672,60,K Boulevard
n2011,n1911,0.6672,35,L Lane
n2011,n2010,0.6634,60,21st Avenue
n2011,n2012,0.6634,60,21st Avenue
n2012,n1912,0.6672,35,M Lane
n2012,n2011,0.6634,60,21st Avenue
n2012,n2013,0.6634,60,21st Avenue
n2012,n2112,0.6672,35,M Lane
n2013,n1913,0.6672,35,N Lane
n2013,n2012,0.6634,60,21st Avenue
n2013,n2014,0.6634,60,21st Avenue
n2013,n2113,0.6672,35,N Lane
n2014,n1914,0.6672,35,O Lane
n2014,n2013,0.6634,60,21st Avenue
n2014,n2015,0.6634,60,21st Avenue
n2015,n1915,0.6672,60,P Boulevard
n2015,n2014,0.6634,60,21st Avenue
n2015,n2016,0.6634,60,21st Avenue
n2015,n2115,0.6672,60,P Boulevard
n2016,n1916,0.6672,35,Q Lane
n2016,n2015,0.6634,60,21st Avenue
n2016,n2017,0.6634,60,21st Avenue
n2016,n2116,0.6672,35,Q Lane
n2017,n1917,0.6672,35,R Lane
n2017,n2016,0.6634,60,21st Avenue
n2017,n2018,0.6634,60,21st Avenue
n2017,n2117,0.6672,35,R Lane
n2018,n1918,0.6672,35,S Lane
n2018,n2017,0.6634,60,21st Avenue
n2018,n2019,0.6634,60,21st Avenue
n2018,n2118,0.6672,35,S Lane
n2019,n2018,0.6634,60,21st Avenue
n2019,n2020,0.6634,60,21st Avenue
n2019,n2119,0.6672,35,T Lane
n2020,n1920,0.6672,60,U Boulevard
n2020,n2019,0.6634,60,21st Avenue
n2020,n2021,0.6634,60,21st Avenue
n2020,n2120,0.6672,60,U Boulevard
n2021,n1921,0.6672,35,V Lane
n2021,n2020,0.6634,60,21st Avenue
n2021,n2022,0.6634,60,21st Avenue
n2021,n2121,0.6672,35,V Lane
n2022,n1922,0.6672,35,W Lane
n2022,n2021,0.6634,60,21st Avenue
n2022,n2023,0.6634,60,21st Avenue
n2022,n2122,0.6672,35,W Lane
n2023,n1923,0.6672,35,X Lane
n2023,n2022,0.6634,60,21st Avenue
n2023,n2024,0.6634,60,21st Avenue
n2023,n2123,0.6672,35,X Lane
n2024,n1924,0.6672,35,Y Lane
n2024,n2023,0.6634,60,21st Avenue
n2024,n2025,0.6634,60,21st Avenue
n2024,n2124,0.6672,35,Y Lane
n2025,n1925,0.6672,60,Z Boulevard
n2025,n2024,0.6634,60,21st Avenue
n2025,n2026,0.6634,60,21st Avenue
n2025,n2125,0.6672,60,Z Boulevard
n2026,n1926,0.6672,35,AA Lane
n2026,n2025,0.6634,60,21st Avenue
n2026,n2027,0.6634,60,21st Avenue
n2026,n2126,0.6672,35,AA Lane
n2027,n1927,0.6672,35,AB Lane
n2027,n2026,0.6634,60,21st Avenue
n2027,n2028,0.6634,60,21st Avenue
n2027,n2127,0.6672,35,AB Lane
n2028,n1928,0.6672,35,AC Lane
n2028,n2027,0.6634,60,21st Avenue
n2028,n2029,0.6634,60,21st Avenue
n2028,n2128,0.6672,35,AC Lane
n2029,n1929,0.6672,35,AD Lane
n2029,n2028,0.6634,60,21st Avenue
n2029,n2030,0.6634,60,21st Avenue
n2029,n2129,0.6672,35,AD Lane
n2030,n1930,0.6672,60,AE Boulevard
n2030,n2029,0.6634,60,21st Avenue
n2030,n2031,0.6634,60,21st Avenue
n2030,n2130,0.6672,60,AE Boulevard
n2031,n1931,0.6672,35,AF Lane
n2031,n2030,0.6634,60,21st Avenue
n2031,n2032,0.6634,60,21st Avenue
n2031,n2131,0.6672,35,AF Lane
n2032,n1932,0.6672,35,AG Lane
n2032,n2031,0.6634,60,21st Avenue
n2032,n2033,0.6634,60,21st Avenue
n2032,n2132,0.6672,35,AG Lane
n2033,n1933,0.6672,35,AH Lane
n2033,n2032,0.6634,60,21st Avenue
n2033,n2034,0.6634,60,21st Avenue
n2033,n2133,0.6672,35,AH Lane
n2034,n1934,0.6672,35,AI Lane
n2034,n2033,0.6634,60,21st Avenue
n2034,n2035,0.6634,60,21st Avenue
n2034,n2134,0.6672,35,AI Lane
n2035,n1935,0.6672,60,AJ Boulevard
n2035,n2034,0.6634,60,21st Avenue
n2035,n2036,0.6634,60,21st Avenue
n2035,n2135,0.6672,60,AJ Boulevard
n2036,n1936,0.6672,35,AK Lane
n2036,n2035,0.6634,60,21st Avenue
n2036,n2037,0.6634,60,21st Avenue
n2037,n1937,0.6672,35,AL Lane
n2037,n2036,0.6634,60,21st Avenue
n2037,n2038,0.6634,60,21st Avenue
n2037,n2137,0.6672,35,AL Lane
n2038,n1938,0.6672,35,AM Lane
n2038,n2037,0.6634,60,21st Avenue
n2038,n2039,0.6634,60,21st Avenue
n2038,n2138,0.6672,35,AM Lane
n2039,n2038,0.6634,60,21st Avenue
n2039,n2139,0.6672,35,AN Lane
n2039,n1539,3.3359,100,Ring Motorway
n2039,n2539,3.3359,100,Ring Motorway
n2100,n2000,0.6672,60,A Boulevard
n2100,n2101,0.6633,35,22nd Street
n2100,n2200,0.6672,60,A Boulevard
n2101,n2001,0.6672,35,B Lane
n2101,n2100,0.6633,35,22nd Street
n2101,n2102,0.6633,35,22nd Street
n2101,n2201,0.6672,35,B Lane
n2102,n2002,0.6672,35,C Lane
n2102,n2101,0.6633,35,22nd Street
n2102,n2103,0.6633,35,22nd Street
n2102,n2202,0.6672,35,C Lane
n2103,n2003,0.6672,35,D Lane
n2103,n2102,0.6633,35,22nd Street
n2103,n2203,0.6672,35,D Lane
n2104,n2004,0.6672,35,E Lane
n2104,n2105,0.6633,35,22nd Street
n2104,n2204,0.6672,35,E Lane
n2105,n2005,0.6672,60,F Boulevard
n2105,n2104,0.6633,35,22nd Street
n2105,n2106,0.6633,35,22nd Street
n2105,n2205,0.6672,60,F Boulevard
n2106,n2006,0.6672,35,G Lane
n2106,n2105,0.6633,35,22nd Street
n2106,n2107,0.6633,35,22nd Street
n2106,n2206,0.6672,35,G Lane
n2107,n2007,0.6672,35,H Lane
n2107,n2106,0.6633,35,22nd Street
n2107,n2108,0.6633,35,22nd Street
n2107,n2207,0.6672,35,H Lane
n2108,n2008,0.6672,35,I Lane
n2108,n2107,0.6633,35,22nd Street
n2108,n2109,0.6633,35,22nd Street
n2108,n2208,0.6672,35,I Lane
n2109,n2009,0.6672,35,J Lane
n2109,n2108,0.6633,35,22nd Street
n2109,n2110,0.6633,35,22nd Street
n2109,n2209,0.6672,35,J Lane
n2110,n2010,0.6672,60,K Boulevard
n2110,n2109,0.6633,35,22nd Street
n2110,n2111,0.6633,35,22nd Street
n2110,n2210,0.6672,60,K Boulevard
n2111,n2110,0.6633,35,22nd Street
n2111,n2112,0.6633,35,22nd Street
n2111,n2211,0.6672,35,L Lane
n2112,n2012,0.6672,35,M Lane
n2112,n2111,0.6633,35,22nd Street
n2112,n2113,0.6633,35,22nd Street
n2112,n2212,0.6672,35,M Lane
n2113,n2013,0.6672,35,N Lane
n2113,n2112,0.6633,35,22nd Street
n2113,n2114,0.6633,35,22nd Street
n2113,n2213,0.6672,35,N Lane
n2114,n2113,0.6633,35,22nd Street
n2114,n2115,0.6633,35,22nd Street
n2114,n2214,0.6672,35,O Lane
n2115,n2015,0.6672,60,P Boulevard
n2115,n2114,0.6633,35,22nd Street
n2115,n2116,0.6633,35,22nd Street
n2115,n2215,0.6672,60,P Boulevard
n2116,n2016,0.6672,35,Q Lane
n2116,n2115,0.6633,35,22nd Street
n2116,n2117,0.6633,35,22nd Street
n2116,n2216,0.6672,35,Q Lane
n2117,n2017,0.6672,35,R Lane
n2117,n2116,0.6633,35,22nd Street
n2117,n2118,0.6633,35,22nd Street
n2117,n2217,0.6672,35,R Lane
n2118,n2018,0.6672,35,S Lane
n2118,n2117,0.6633,35,22nd Street
n2118,n2119,0.6633,35,22nd Street
n2118,n2218,0.6672,35,S Lane
n2119,n2019,0.6672,35,T Lane
n2119,n2118,0.6633,35,22nd Street
n2119,n2120,0.6633,35,22nd Street
n2119,n2219,0.6672,35,T Lane
n2120,n2020,0.6672,60,U Boulevard
n2120,n2119,0.6633,35,22nd Street
n2120,n2121,0.6633,35,22nd Street
n2120,n2220,0.6672,60,U Boulevard
n2121,n2021,0.6672,35,V Lane
n2121,n2120,0.6633,35,22nd Street
n2121,n2122,0.6633,35,22nd Street
n2121,n2221,0.6672,35,V Lane
n2122,n2022,0.6672,35,W Lane
n2122,n2121,0.6633,35,22nd Street
n2122,n2123,0.6633,35,22nd Street
n2122,n2222,0.6672,35,W Lane
n2123,n2023,0.6672,35,X Lane
n2123,n2122,0.6633,35,22nd Street
n2123,n2124,0.6633,35,22nd Street
n2123,n2223,0.6672,35,X Lane
n2124,n2024,0.6672,35,Y Lane
n2124,n2123,0.6633,35,22nd Street
n2124,n2125,0.6633,35,22nd Street
n2124,n2224,0.6672,35,Y Lane
n2125,n2025,0.6672,60,Z Boulevard
n2125,n2124,0.6633,35,22nd Street
n2125,n2126,0.6633,35,22nd Street
n2125,n2225,0.6672,60,Z Boulevard
n2126,n2026,0.6672,35,AA Lane
n2126,n2125,0.6633,35,22nd Street
n2126,n2127,0.6633,35,22nd Street
n2126,n2226,0.6672,35,AA Lane
n2127,n2027,0.6672,35,AB Lane
n2127,n2126,0.6633,35,22nd Street
n2127,n2227,0.6672,35,AB Lane
n2128,n2028,0.6672,35,AC Lane
n2128,n2129,0.6633,35,22nd Street
n2128,n2228,0.6672,35,AC Lane
n2129,n2029,0.6672,35,AD Lane
n2129,n2128,0.6633,35,22nd Street
n2129,n2229,0.6672,35,AD Lane
n2130,n2030,0.6672,60,AE Boulevard
n2130,n2131,0.6633,35,22nd Street
n2130,n2230,0.6672,60,AE Boulevard
n2131,n2031,0.6672,35,AF Lane
n2131,n2130,0.6633,35,22nd Street
n2131,n2132,0.6633,35,22nd Street
n2131,n2231,0.6672,35,AF Lane
n2132,n2032,0.6672,35,AG Lane
n2132,n2131,0.6633,35,22nd Street
n2132,n2133,0.6633,35,22nd Street
n2132,n2232,0.6672,35,AG Lane
n2133,n2033,0.6672,35,AH Lane
n2133,n2132,0.6633,35,22nd Street
n2133,n2134,0.6633,35,22nd Street
n2133,n2233,0.6672,35,AH Lane
n2134,n2034,0.6672,35,AI Lane
n2134,n2133,0.6633,35,22nd Street
n2134,n2234,0.6672,35,AI Lane
n2135,n2035,0.6672,60,AJ Boulevard
n2135,n2136,0.6633,35,22nd Street
n2135,n2235,0.6672,60,AJ Boulevard
n2136,n2135,0.6633,35,22nd Street
n2136,n2137,0.6633,35,22nd Street
n2136,n2236,0.6672,35,AK Lane
n2137,n2037,0.6672,35,AL Lane
n2137,n2136,0.6633,35,22nd Street
n2137,n2138,0.6633,35,22nd Street
n2137,n2237,0.6672,35,AL Lane
n2138,n2038,0.6672,35,AM Lane
n2138,n2137,0.6633,35,22nd Street
n2138,n2238,0.6672,35,AM Lane
n2139,n2039,0.6672,35,AN Lane
n2139,n2239,0.6672,35,AN Lane
n2200,n2100,0.6672,60,A Boulevard
n2200,n2201,0.6633,35,23rd Street
n2200,n2300,0.6672,60,A Boulevard
n2201,n2101,0.6672,35,B Lane
n2201,n2200,0.6633,35,23rd Street
n2201,n2202,0.6633,35,23rd Street
n2201,n2301,0.6672,35,B Lane
n2202,n2102,0.6672,35,C Lane
n2202,n2201,0.6633,35,23rd Street
n2202,n2203,0.6633,35,23rd Street
n2202,n2302,0.6672,35,C Lane
n2203,n2103,0.6672,35,D Lane
n2203,n2202,0.6633,35,23rd Street
n2203,n2204,0.6633,35,23rd Street
n2203,n2303,0.6672,35,D Lane
n2204,n2104,0.6672,35,E Lane
n2204,n2203,0.6633,35,23rd Street
n2204,n2205,0.6633,35,23rd Street
n2204,n2304,0.6672,35,E Lane
n2205,n2105,0.6672,60,F Boulevard
n2205,n2204,0.6633,35,23rd Street
n2205,n2206,0.6633,35,23rd Street
n2205,n2305,0.6672,60,F Boulevard
n2206,n2106,0.6672,35,G Lane
n2206,n2205,0.6633,35,23rd Street
n2206,n2207,0.6633,35,23rd Street
n2206,n2306,0.6672,35,G Lane
n2207,n2107,0.6672,35,H Lane
n2207,n2206,0.6633,35,23rd Street
n2207,n2208,0.6633,35,23rd Street
n2207,n2307,0.6672,35,H Lane
n2208,n2108,0.6672,35,I Lane
n2208,n2207,0.6633,35,23rd Street
n2208,n2209,0.6633,35,23rd Street
n2208,n2308,0.6672,35,I Lane
n2209,n2109,0.6672,35,J Lane
n2209,n2208,0.6633,35,23rd Street
n2209,n2309,0.6672,35,J Lane
n2210,n2110,0.6672,60,K Boulevard
n2210,n2211,0.6633,35,23rd Street
n2210,n2310,0.6672,60,K Boulevard
n2211,n2111,0.6672,35,L Lane
n2211,n2210,0.6633,35,23rd Street
n2211,n2212,0.6633,35,23rd Street
n2211,n2311,0.6672,35,L Lane
n2212,n2112,0.6672,35,M Lane
n2212,n2211,0.6633,35,23rd Street
n2212,n2312,0.6672,35,M Lane
n2213,n2113,0.6672,35,N Lane
n2213,n2214,0.6633,35,23rd Street
n2213,n2313,0.6672,35,N Lane
n2214,n2114,0.6672,35,O Lane
n2214,n2213,0.6633,35,23rd Street
n2214,n2215,0.6633,35,23rd Street
n2214,n2314,0.6672,35,O Lane
n2215,n2115,0.6672,60,P Boulevard
n2215,n2214,0.6633,35,23rd Street
n2215,n2216,0.6633,35,23rd Street
n2215,n2315,0.6672,60,P Boulevard
n2216,n2116,0.6672,35,Q Lane
n2216,n2215,0.6633,35,23rd Street
n2216,n2217,0.6633,35,23rd Street
n2216,n2316,0.6672,35,Q Lane
n2217,n2117,0.6672,35,R Lane
n2217,n2216,0.6633,35,23rd Street
n2217,n2218,0.6633,35,23rd Street
n2218,n2118,0.6672,35,S Lane
n2218,n2217,0.6633,35,23rd Street
n2218,n2219,0.6633,35,23rd Street
n2218,n2318,0.6672,35,S Lane
n2219,n2119,0.6672,35,T Lane
n2219,n2218,0.6633,35,23rd Street
n2219,n2220,0.6633,35,23rd Street
n2219,n2319,0.6672,35,T Lane
n2220,n2120,0.6672,60,U Boulevard
n2220,n2219,0.6633,35,23rd Street
n2220,n2221,0.6633,35,23rd Street
n2220,n2320,0.6672,60,U Boulevard
n2221,n2121,0.6672,35,V Lane
n2221,n2220,0.6633,35,23rd Street
n2221,n2222,0.6633,35,23rd Street
n2221,n2321,0.6672,35,V Lane
n2222,n2122,0.6672,35,W Lane
n2222,n2221,0.6633,35,23rd Street
n2222,n2223,0.6633,35,23rd Street
n2222,n2322,0.6672,35,W Lane
n2223,n2123,0.6672,35,X Lane
n2223,n2222,0.6633,35,23rd Street
n2223,n2224,0.6633,35,23rd Street
n2223,n2323,0.6672,35,X Lane
n2224,n2124,0.6672,35,Y Lane
n2224,n2223,0.6633,35,23rd Street
n2224,n2225,0.6633,35,23rd Street
n2224,n2324,0.6672,35,Y Lane
n2225,n2125,0.6672,60,Z Boulevard
n2225,n2224,0.6633,35,23rd Street
n2225,n2226,0.6633,35,23rd Street
n2225,n2325,0.6672,60,Z Boulevard
n2226,n2126,0.6672,35,AA Lane
n2226,n2225,0.6633,35,23rd Street
n2226,n2227,0.6633,35,23rd Street
n2226,n2326,0.6672,35,AA Lane
n2227,n2127,0.6672,35,AB Lane
n2227,n2226,0.6633,35,23rd Street
n2227,n2228,0.6633,35,23rd Street
n2227,n2327,0.6672,35,AB Lane
n2228,n2128,0.6672,35,AC Lane
n2228,n2227,0.6633,35,23rd Street
n2228,n2229,0.6633,35,23rd Street
n2228,n2328,0.6672,35,AC Lane
n2229,n2129,0.6672,35,AD Lane
n2229,n2228,0.6633,35,23rd Street
n2229,n2230,0.6633,35,23rd Street
n2229,n2329,0.6672,35,AD Lane
n2230,n2130,0.6672,60,AE Boulevard
n2230,n2229,0.6633,35,23rd Street
n2230,n2231,0.6633,35,23rd Street
n2230,n2330,0.6672,60,AE Boulevard
n2231,n2131,0.6672,35,AF Lane
n2231,n2230,0.6633,35,23rd Street
n2231,n2232,0.6633,35,23rd Street
n2231,n2331,0.6672,35,AF Lane
n2232,n2132,0.6672,35,AG Lane
n2232,n2231,0.6633,35,23rd Street
n2232,n2233,0.6633,35,23rd Street
n2232,n2332,0.6672,35,AG Lane
n2233,n2133,0.6672,35,AH Lane
n2233,n2232,0.6633,35,23rd Street
n2233,n2234,0.6633,35,23rd Street
n2233,n2333,0.6672,35,AH Lane
n2234,n2134,0.6672,35,AI Lane
n2234,n2233,0.6633,35,23rd Street
n2234,n2235,0.6633,35,23rd Street
n2234,n2334,0.6672,35,AI Lane
n2235,n2135,0.6672,60,AJ Boulevard
n2235,n2234,0.6633,35,23rd Street
n2235,n2236,0.6633,35,23rd Street
n2235,n2335,0.6672,60,AJ Boulevard
n2236,n2136,0.6672,35,AK Lane
n2236,n2235,0.6633,35,23rd Street
n2236,n2237,0.6633,35,23rd Street
n2236,n2336,0.6672,35,AK Lane
n2237,n2137,0.6672,35,AL Lane
n2237,n2236,0.6633,35,23rd Street
n2237,n2238,0.6633,35,23rd Street
n2237,n2337,0.6672,35,AL Lane
n2238,n2138,0.6672,35,AM Lane
n2238,n2237,0.6633,35,23rd Street
n2238,n2239,0.6633,35,23rd Street
n2238,n2338,0.6672,35,AM Lane
n2239,n2139,0.6672,35,AN Lane
n2239,n2238,0.6633,35,23rd Street
n2239,n2339,0.6672,35,AN Lane
n2300,n2200,0.6672,60,A Boulevard
n2300,n2400,0.6672,60,A Boulevard
n2301,n2201,0.6672,35,B Lane
n2301,n2302,0.6633,35,24th Street
n2301,n2401,0.6672,35,B Lane
n2302,n2202,0.6672,35,C Lane
n2302,n2301,0.6633,35,24th Street
n2302,n2303,0.6633,35,24th Street
n2303,n2203,0.6672,35,D Lane
n2303,n2302,0.6633,35,24th Street
n2303,n2304,0.6633,35,24th Street
n2304,n2204,0.6672,35,E Lane
n2304,n2303,0.6633,35,24th Street
n2304,n2305,0.6633,35,24th Street
n2304,n2404,0.6672,35,E Lane
n2305,n2205,0.6672,60,F Boulevard
n2305,n2304,0.6633,35,24th Street
n2305,n2306,0.6633,35,24th Street
n2305,n2405,0.6672,60,F Boulevard
n2306,n2206,0.6672,35,G Lane
n2306,n2305,0.6633,35,24th Street
n2306,n2307,0.6633,35,24th Street
n2306,n2406,0.6672,35,G Lane
n2307,n2207,0.6672,35,H Lane
n2307,n2306,0.6633,35,24th Street
n2307,n2308,0.6633,35,24th Street
n2307,n2407,0.6672,35,H Lane
n2308,n2208,0.6672,35,I Lane
n2308,n2307,0.6633,35,24th Street
n2308,n2309,0.6633,35,24th Street
n2308,n2408,0.6672,35,I Lane
n2309,n2209,0.6672,35,J Lane
n2309,n2308,0.6633,35,24th Street
n2309,n2409,0.6672,35,J Lane
n2310,n2210,0.6672,60,K Boulevard
n2310,n2311,0.6633,35,24th Street
n2310,n2410,0.6672,60,K Boulevard
n2311,n2211,0.6672,35,L Lane
n2311,n2310,0.6633,35,24th Street
n2311,n2312,0.6633,35,24th Street
n2312,n2212,0.6672,35,M Lane
n2312,n2311,0.6633,35,24th Street
n2312,n2313,0.6633,35,24th Street
n2312,n2412,0.6672,35,M Lane
n2313,n2213,0.6672,35,N Lane
n2313,n2312,0.6633,35,24th Street
n2313,n2314,0.6633,35,24th Street
n2313,n2413,0.6672,35,N Lane
n2314,n2214,0.6672,35,O Lane
n2314,n2313,0.6633,35,24th Street
n2314,n2315,0.6633,35,24th Street
n2314,n2414,0.6672,35,O Lane
n2315,n2215,0.6672,60,P Boulevard
n2315,n2314,0.6633,35,24th Street
n2315,n2316,0.6633,35,24th Street
n2315,n2415,0.6672,60,P Boulevard
n2316,n2216,0.6672,35,Q Lane
n2316,n2315,0.6633,35,24th Street
n2316,n2317,0.6633,35,24th Street
n2316,n2416,0.6672,35,Q Lane
n2317,n2316,0.6633,35,24th Street
n2317,n2318,0.6633,35,24th Street
n2317,n2417,0.6672,35,R Lane
n2318,n2218,0.6672,35,S Lane
n2318,n2317,0.6633,35,24th Street
n2318,n2319,0.6633,35,24th Street
n2318,n2418,0.6672,35,S Lane
n2319,n2219,0.6672,35,T Lane
n2319,n2318,0.6633,35,24th Street
n2319,n2320,0.6633,35,24th Street
n2319,n2419,0.6672,35,T Lane
n2320,n2220,0.6672,60,U Boulevard
n2320,n2319,0.6633,35,24th Street
n2320,n2321,0.6633,35,24th Street
n2320,n2420,0.6672,60,U Boulevard
n2321,n2221,0.6672,35,V Lane
n2321,n2320,0.6633,35,24th Street
n2321,n2322,0.6633,35,24th Street
n2321,n2421,0.6672,35,V Lane
n2322,n2222,0.6672,35,W Lane
n2322,n2321,0.6633,35,24th Street
n2322,n2323,0.6633,35,24th Street
n2322,n2422,0.6672,35,W Lane
n2323,n2223,0.6672,35,X Lane
n2323,n2322,0.6633,35,24th Street
n2323,n2324,0.6633,35,24th Street
n2323,n2423,0.6672,35,X Lane
n2324,n2224,0.6672,35,Y Lane
n2324,n2323,0.6633,35,24th Street
n2324,n2325,0.6633,35,24th Street
n2324,n2424,0.6672,35,Y Lane
n2325,n2225,0.6672,60,Z Boulevard
n2325,n2324,0.6633,35,24th Street
n2325,n2326,0.6633,35,24th Street
n2325,n2425,0.6672,60,Z Boulevard
n2326,n2226,0.6672,35,AA Lane
n2326,n2325,0.6633,35,24th Street
n2326,n2327,0.6633,35,24th Street
n2326,n2426,0.6672,35,AA Lane
n2327,n2227,0.6672,35,AB Lane
n2327,n2326,0.6633,35,24th Street
n2327,n2328,0.6633,35,24th Street
n2327,n2427,0.6672,35,AB Lane
n2328,n2228,0.6672,35,AC Lane
n2328,n2327,0.6633,35,24th Street
n2328,n2428,0.6672,35,AC Lane
n2329,n2229,0.6672,35,AD Lane
n2329,n2330,0.6633,35,24th Street
n2329,n2429,0.6672,35,AD Lane
n2330,n2230,0.6672,60,AE Boulevard
n2330,n2329,0.6633,35,24th Street
n2330,n2331,0.6633,35,24th Street
n2330,n2430,0.6672,60,AE Boulevard
n2331,n2231,0.6672,35,AF Lane
n2331,n2330,0.6633,35,24th Street
n2331,n2332,0.6633,35,24th Street
n2331,n2431,0.6672,35,AF Lane
n2332,n2232,0.6672,35,AG Lane
n2332,n2331,0.6633,35,24th Street
n2332,n2333,0.6633,35,24th Street
n2332,n2432,0.6672,35,AG Lane
n2333,n2233,0.6672,35,AH Lane
n2333,n2332,0.6633,35,24th Street
n2333,n2334,0.6633,35,24th Street
n2333,n2433,0.6672,35,AH Lane
n2334,n2234,0.6672,35,AI Lane
n2334,n2333,0.6633,35,24th Street
n2334,n2335,0.6633,35,24th Street
n2334,n2434,0.6672,35,AI Lane
n2335,n2235,0.6672,60,AJ Boulevard
n2335,n2334,0.6633,35,24th Street
n2335,n2336,0.6633,35,24th Street
n2335,n2435,0.6672,60,AJ Boulevard
n2336,n2236,0.6672,35,AK Lane
n2336,n2335,0.6633,35,24th Street
n2336,n2337,0.6633,35,24th Street
n2336,n2436,0.6672,35,AK Lane
n2337,n2237,0.6672,35,AL Lane
n2337,n2336,0.6633,35,24th Street
n2337,n2338,0.6633,35,24th Street
n2337,n2437,0.6672,35,AL Lane
n2338,n2238,0.6672,35,AM Lane
n2338,n2337,0.6633,35,24th Street
n2338,n2339,0.6633,35,24th Street
n2338,n2438,0.6672,35,AM Lane
n2339,n2239,0.6672,35,AN Lane
n2339,n2338,0.6633,35,24th Street
n2339,n2439,0.6672,35,AN Lane
n2400,n2300,0.6672,60,A Boulevard
n2400,n2500,0.6672,60,A Boulevard
n2400,n2900,3.3359,100,Ring Motorway
n2400,n1900,3.3359,100,Ring Motorway
n2401,n2301,0.6672,35,B Lane
n2401,n2402,0.6632,35,25th Street
n2401,n2501,0.6672,35,B Lane
n2402,n2401,0.6632,35,25th Street
n2402,n2403,0.6632,35,25th Street
n2402,n2502,0.6672,35,C Lane
n2403,n2402,0.6632,35,25th Street
n2403,n2404,0.6632,35,25th Street
n2403,n2503,0.6672,35,D Lane
n2404,n2304,0.6672,35,E Lane
n2404,n2403,0.6632,35,25th Street
n2404,n2405,0.6632,35,25th Street
n2404,n2504,0.6672,35,E Lane
n2405,n2305,0.6672,60,F Boulevard
n2405,n2404,0.6632,35,25th Street
n2405,n2505,0.6672,60,F Boulevard
n2406,n2306,0.6672,35,G Lane
n2406,n2407,0.6632,35,25th Street
n2406,n2506,0.6672,35,G Lane
n2407,n2307,0.6672,35,H Lane
n2407,n2406,0.6632,35,25th Street
n2407,n2408,0.6632,35,25th Street
n2407,n2507,0.6672,35,H Lane
n2408,n2308,0.6672,35,I Lane
n2408,n2407,0.6632,35,25th Street
n2408,n2409,0.6632,35,25th Street
n2408,n2508,0.6672,35,I Lane
n2409,n2309,0.6672,35,J Lane
n2409,n2408,0.6632,35,25th Street
n2409,n2410,0.6632,35,25th Street
n2409,n2509,0.6672,35,J Lane
n2410,n2310,0.6672,60,K Boulevard
n2410,n2409,0.6632,35,25th Street
n2410,n2411,0.6632,35,25th Street
n2410,n2510,0.6672,60,K Boulevard
n2411,n2410,0.6632,35,25th Street
n2411,n2412,0.6632,35,25th Street
n2411,n2511,0.6672,35,L Lane
n2412,n2312,0.6672,35,M Lane
n2412,n2411,0.6632,35,25th Street
n2412,n2512,0.6672,35,M Lane
n2413,n2313,0.6672,35,N Lane
n2413,n2414,0.6632,35,25th Street
n2413,n2513,0.6672,35,N Lane
n2414,n2314,0.6672,35,O Lane
n2414,n2413,0.6632,35,25th Street
n2414,n2415,0.6632,35,25th Street
n2414,n2514,0.6672,35,O Lane
n2415,n2315,0.6672,60,P Boulevard
n2415,n2414,0.6632,35,25th Street
n2415,n2416,0.6632,35,25th Street
n2415,n2515,0.6672,60,P Boulevard
n2416,n2316,0.6672,35,Q Lane
n2416,n2415,0.6632,35,25th Street
n2416,n2417,0.6632,35,25th Street
n2416,n2516,0.6672,35,Q Lane
n2417,n2317,0.6672,35,R Lane
n2417,n2416,0.6632,35,25th Street
n2417,n2418,0.6632,35,25th Street
n2417,n2517,0.6672,35,R Lane
n2418,n2318,0.6672,35,S Lane
n2418,n2417,0.6632,35,25th Street
n2418,n2419,0.6632,35,25th Street
n2418,n2518,0.6672,35,S Lane
n2419,n2319,0.6672,35,T Lane
n2419,n2418,0.6632,35,25th Street
n2419,n2420,0.6632,35,25th Street
n2419,n2519,0.6672,35,T Lane
n2420,n2320,0.6672,60,U Boulevard
n2420,n2419,0.6632,35,25th Street
n2420,n2421,0.6632,35,25th Street
n2420,n2520,0.6672,60,U Boulevard
n2421,n2321,0.6672,35,V Lane
n2421,n2420,0.6632,35,25th Street
n2421,n2422,0.6632,35,25th Street
n2421,n2521,0.6672,35,V Lane
n2422,n2322,0.6672,35,W Lane
n2422,n2421,0.6632,35,25th Street
n2422,n2423,0.6632,35,25th Street
n2422,n2522,0.6672,35,W Lane
n2423,n2323,0.6672,35,X Lane
n2423,n2422,0.6632,35,25th Street
n2423,n2424,0.6632,35,25th Street
n2423,n2523,0.6672,35,X Lane
n2424,n2324,0.6672,35,Y Lane
n2424,n2423,0.6632,35,25th Street
n2424,n2425,0.6632,35,25th Street
n2424,n2524,0.6672,35,Y Lane
n2425,n2325,0.6672,60,Z Boulevard
n2425,n2424,0.6632,35,25th Street
n2425,n2426,0.6632,35,25th Street
n2425,n2525,0.6672,60,Z Boulevard
n2426,n2326,0.6672,35,AA Lane
n2426,n2425,0.6632,35,25th Street
n2426,n2427,0.6632,35,25th Street
n2426,n2526,0.6672,35,AA Lane
n2427,n2327,0.6672,35,AB Lane
n2427,n2426,0.6632,35,25th Street
n2427,n2428,0.6632,35,25th Street
n2427,n2527,0.6672,35,AB Lane
n2428,n2328,0.6672,35,AC Lane
n2428,n2427,0.6632,35,25th Street
n2428,n2429,0.6632,35,25th Street
n2428,n2528,0.6672,35,AC Lane
n2429,n2329,0.6672,35,AD Lane
n2429,n2428,0.6632,35,25th Street
n2429,n2430,0.6632,35,25th Street
